BINOMIAL,AOH_name,is.migratory,excluded,Order_,F2019_Iucn_Red_List_Category,Model_prevalence,Point_prevalence,Number_of_Validation_Points,Point_validation
Mirafra albicauda,Mirafra_albicauda,no,no,PASSERIFORMES,LC,0.37600660475203,0,0,No
Mirafra cheniana,Mirafra_cheniana,no,no,PASSERIFORMES,LC,0.874103142725737,0,0,No
Mirafra erythroptera,Mirafra_erythroptera,no,no,PASSERIFORMES,LC,0.109974250033182,0.394736842105263,152,Yes
Mirafra gilletti,Mirafra_gilletti,no,no,PASSERIFORMES,LC,0.891455896717634,0,0,No
Mirafra microptera,Mirafra_microptera,no,no,PASSERIFORMES,LC,0.76994534175936,0,0,No
Mirafra rufocinnamomea,Mirafra_rufocinnamomea,no,no,PASSERIFORMES,LC,0.767925902458704,0.933333333333333,15,Yes
Mohoua albicilla,Mohoua_albicilla,no,no,PASSERIFORMES,LC,0.795845937121931,1,127,Yes
Muscisaxicola frontalis,Muscisaxicola_frontalis,yes,no,PASSERIFORMES,LC,0.230370484160439,0.636363636363636,11,Yes
Myiagra alecto,Myiagra_alecto,no,no,PASSERIFORMES,LC,0.705671437752898,1,47,Yes
Myiagra ruficollis,Myiagra_ruficollis,no,no,PASSERIFORMES,LC,0.726792166102541,1,51,Yes
Myiarchus panamensis,Myiarchus_panamensis,no,no,PASSERIFORMES,LC,0.760781113838772,0.975806451612903,124,Yes
Myiarchus stolidus,Myiarchus_stolidus,no,no,PASSERIFORMES,LC,0.751013688073652,0.914893617021277,47,Yes
Myzomela cardinalis,Myzomela_cardinalis,no,no,PASSERIFORMES,LC,0.907124697697945,0,0,No
Myzomela kuehni,Myzomela_kuehni,no,no,PASSERIFORMES,LC,0.925127239421471,0,0,No
Neopipo cinnamomea,Neopipo_cinnamomea,no,no,PASSERIFORMES,LC,0.935785653861497,0,0,No
Nicator chloris,Nicator_chloris,no,no,PASSERIFORMES,LC,0.790499901352298,0,0,No
Nicator gularis,Nicator_gularis,no,no,PASSERIFORMES,LC,0.821879036093084,1,19,Yes
Oedistoma pygmaeum,Oedistoma_pygmaeum,no,no,PASSERIFORMES,LC,0.945061334980549,0,0,No
Oriolus flavocinctus,Oriolus_flavocinctus,no,no,PASSERIFORMES,LC,0.89313314473225,1,189,Yes
Orthonyx spaldingii,Orthonyx_spaldingii,no,no,PASSERIFORMES,LC,0.904380197084948,1,10,Yes
Orthotomus derbianus,Orthotomus_derbianus,no,no,PASSERIFORMES,LC,0.56293541972992,1,13,Yes
Orthotomus frontalis,Orthotomus_frontalis,no,no,PASSERIFORMES,LC,0.854644527762321,0,0,No
Orthotomus sepium,Orthotomus_sepium,no,no,PASSERIFORMES,LC,0.957181797332778,1,35,Yes
Pachycephala soror,Pachycephala_soror,no,no,PASSERIFORMES,LC,0.860304157664164,0,0,No
Pachycephala griseonota,Pachycephala_griseonota,no,no,PASSERIFORMES,LC,0.979809634726198,0,0,No
Pachycephala hyperythra,Pachycephala_hyperythra,no,no,PASSERIFORMES,LC,0.748128354382143,0,0,No
Pachycephala hypoxantha,Pachycephala_hypoxantha,no,no,PASSERIFORMES,LC,0.994376481121016,0,0,No
Pachycephala melanura,Pachycephala_melanura,no,no,PASSERIFORMES,LC,0.594498430505355,0,0,No
Pachycephala phaionota,Pachycephala_phaionota,no,no,PASSERIFORMES,LC,0.899128739725013,0,0,No
Pachycephala philippinensis,Pachycephala_philippinensis,no,no,PASSERIFORMES,LC,0.85316847258353,0,0,No
Pachycephala schlegelii,Pachycephala_schlegelii,no,no,PASSERIFORMES,LC,0.82186440507098,0,0,No
Paradisaea minor,Paradisaea_minor,no,no,PASSERIFORMES,LC,0.97716738718955,0,0,No
Pardalotus striatus,Pardalotus_striatus,yes,no,PASSERIFORMES,LC,0.598635445878665,0.977498345466578,1511,Yes
Peltops blainvillii,Peltops_blainvillii,no,no,PASSERIFORMES,LC,0.854868472812256,0,0,No
Peneothello cryptoleuca,Peneothello_cryptoleuca,no,no,PASSERIFORMES,LC,0.545755791651823,0,0,No
Peneothello cyanus,Peneothello_cyanus,no,no,PASSERIFORMES,LC,0.795667857631405,0,0,No
Pericrocotus tegimae,Pericrocotus_tegimae,no,no,PASSERIFORMES,LC,0.953678170997249,1,10,Yes
Petroica bivittata,Petroica_bivittata,no,no,PASSERIFORMES,LC,0.652492201761198,0,0,No
Philemon argenticeps,Philemon_argenticeps,no,no,PASSERIFORMES,LC,0.750154980293708,1,133,Yes
Philemon diemenensis,Philemon_diemenensis,no,no,PASSERIFORMES,LC,0.498875810212761,0,0,No
Phyllomyias fasciatus,Phyllomyias_fasciatus,no,no,PASSERIFORMES,LC,0.397814442106245,1,124,Yes
Phylloscartes ventralis,Phylloscartes_ventralis,no,no,PASSERIFORMES,LC,0.457347532012008,1,64,Yes
Edolisoma mindanense,Edolisoma_mindanense,no,no,PASSERIFORMES,VU,0.709449147431462,0,0,No
Pitohui dichrous,Pitohui_dichrous,no,no,PASSERIFORMES,LC,0.951687367874279,0,0,No
Pitta versicolor,Pitta_versicolor,yes,no,PASSERIFORMES,LC,0.74210342542512,1,53,Yes
Prinia sylvatica,Prinia_sylvatica,no,no,PASSERIFORMES,LC,0.81442171462831,0.925133689839572,187,Yes
Pnoepyga albiventer,Pnoepyga_albiventer,no,no,PASSERIFORMES,LC,0.902755814819702,1,21,Yes
Poecilodryas hypoleuca,Poecilodryas_hypoleuca,no,no,PASSERIFORMES,LC,0.959128319856888,0,0,No
Poecilodryas superciliosa,Poecilodryas_superciliosa,no,no,PASSERIFORMES,LC,0.483676969433265,0.8125,16,Yes
Polioxolmis rufipennis,Polioxolmis_rufipennis,no,no,PASSERIFORMES,LC,0.76983204075974,1,12,Yes
Dicrurus ludwigii,Dicrurus_ludwigii,no,no,PASSERIFORMES,LC,0.79849565049889,0.972972972972973,37,Yes
Dicrurus montanus,Dicrurus_montanus,no,no,PASSERIFORMES,LC,0.741508767794186,0,0,No
Prinia familiaris,Prinia_familiaris,no,no,PASSERIFORMES,NT,0.855341911290202,0,0,No
Prionops scopifrons,Prionops_scopifrons,no,no,PASSERIFORMES,LC,0.6637462952863,0,0,No
Prosthemadera novaeseelandiae,Prosthemadera_novaeseelandiae,no,no,PASSERIFORMES,LC,0.522076188424953,0.979245283018868,1590,Yes
Pseudhirundo griseopyga,Pseudhirundo_griseopyga,no,no,PASSERIFORMES,LC,0.745103078693749,1,17,Yes
Pseudocolopteryx citreola,Pseudocolopteryx_citreola,yes,no,PASSERIFORMES,LC,0.0764571987403755,0,0,No
Pseudopodoces humilis,Pseudopodoces_humilis,no,no,PASSERIFORMES,LC,0.835940367186142,0,0,No
Psophodes cristatus,Psophodes_cristatus,no,no,PASSERIFORMES,LC,0.229488963443126,0.470588235294118,17,Yes
Ptiloprora perstriata,Ptiloprora_perstriata,no,no,PASSERIFORMES,LC,0.798680172256951,0,0,No
Ptilorrhoa leucosticta,Ptilorrhoa_leucosticta,no,no,PASSERIFORMES,LC,0.492556303447259,0,0,No
Ptilostomus afer,Ptilostomus_afer,no,no,PASSERIFORMES,LC,0.923415232072079,1,30,Yes
Ramsayornis modestus,Ramsayornis_modestus,no,no,PASSERIFORMES,LC,0.902734710873885,0.947368421052632,57,Yes
Randia pseudozosterops,Randia_pseudozosterops,no,no,PASSERIFORMES,LC,0.610394207433235,0,0,No
Rhagologus leucostigma,Rhagologus_leucostigma,no,no,PASSERIFORMES,LC,0.467261511395726,0,0,No
Rhipidura hyperythra,Rhipidura_hyperythra,no,no,PASSERIFORMES,LC,0.957025760329838,0,0,No
Rhipidura leucophrys,Rhipidura_leucophrys,no,no,PASSERIFORMES,LC,0.575079035106046,0.96180931744312,3692,Yes
Rhipidura rufidorsa,Rhipidura_rufidorsa,no,no,PASSERIFORMES,LC,0.940551469136524,0,0,No
Rhipidura teysmanni,Rhipidura_teysmanni,no,no,PASSERIFORMES,LC,0.75863927860484,0,0,No
Scytalopus latebricola,Scytalopus_latebricola,no,no,PASSERIFORMES,NT,0.162257454236317,0,0,No
Sericornis arfakianus,Sericornis_arfakianus,no,no,PASSERIFORMES,LC,0.568584114348061,0,0,No
Sericornis papuensis,Sericornis_papuensis,no,no,PASSERIFORMES,LC,0.57384266051846,0,0,No
Sericornis perspicillatus,Sericornis_perspicillatus,no,no,PASSERIFORMES,LC,0.765281551969741,0,0,No
Sericornis spilodera,Sericornis_spilodera,no,no,PASSERIFORMES,LC,0.66317638268381,0,0,No
Serpophaga hypoleuca,Serpophaga_hypoleuca,no,no,PASSERIFORMES,LC,0.156510903590818,0,0,No
Sphecotheres vieilloti,Sphecotheres_vieilloti,no,no,PASSERIFORMES,LC,0.556038375058766,0.994470046082949,1085,Yes
Sphenoeacus afer,Sphenoeacus_afer,no,no,PASSERIFORMES,LC,0.724926569934525,0.941176470588235,34,Yes
Spiloptila clamans,Spiloptila_clamans,no,no,PASSERIFORMES,LC,0.0164325532746009,0,0,No
Strepera versicolor,Strepera_versicolor,no,no,PASSERIFORMES,LC,0.658006888141357,0.981191222570533,319,Yes
Sublegatus arenarum,Sublegatus_arenarum,no,no,PASSERIFORMES,LC,0.490050054317321,0.898550724637681,69,Yes
Tachycineta thalassina,Tachycineta_thalassina,yes,no,PASSERIFORMES,LC,0.855579185601356,0.588781163434903,7220,Yes
Syndactyla subalaris,Syndactyla_subalaris,no,no,PASSERIFORMES,LC,0.505991855661227,0.981818181818182,55,Yes
Tchagra jamesi,Tchagra_jamesi,no,no,PASSERIFORMES,LC,0.810251180773986,0,0,No
Telophorus dohertyi,Telophorus_dohertyi,no,no,PASSERIFORMES,LC,0.297179341529709,0,0,No
Thamnophilus doliatus,Thamnophilus_doliatus,no,no,PASSERIFORMES,LC,0.83321458485726,0.991549295774648,1065,Yes
Vireo gilvus,Vireo_gilvus,yes,no,PASSERIFORMES,LC,0.506127670141943,0.533226741281103,10007,Yes
Vireo griseus,Vireo_griseus,yes,no,PASSERIFORMES,LC,0.645480001539013,0.972428706581971,7399,Yes
Vireo huttoni,Vireo_huttoni,no,no,PASSERIFORMES,LC,0.467543056410421,0.96606648199446,1444,Yes
Urocissa flavirostris,Urocissa_flavirostris,no,no,PASSERIFORMES,LC,0.83401317892434,1,130,Yes
Vireo altiloquus,Vireo_altiloquus,yes,no,PASSERIFORMES,LC,0.852732858848329,0.986166007905138,506,Yes
Cecropis semirufa,Cecropis_semirufa,yes,no,PASSERIFORMES,LC,0.593962794038697,0.96875,32,Yes
Vireo leucophrys,Vireo_leucophrys,no,no,PASSERIFORMES,LC,0.71553766782668,0.968036529680365,219,Yes
Vireo plumbeus,Vireo_plumbeus,yes,no,PASSERIFORMES,LC,0.396733170264199,0.881386861313869,548,Yes
Vireo pallens,Vireo_pallens,no,no,PASSERIFORMES,LC,0.687220746939204,0.896797153024911,281,Yes
Xanthotis flaviventer,Xanthotis_flaviventer,no,no,PASSERIFORMES,LC,0.930439397723535,1,16,Yes
Zimmerius acer,Zimmerius_acer,no,no,PASSERIFORMES,LC,0.812061304210579,1,36,Yes
Cranioleuca vulpina,Cranioleuca_vulpina,no,no,PASSERIFORMES,LC,0.562658453661185,0.392857142857143,56,Yes
Cranioleuca weskei,Cranioleuca_weskei,no,no,PASSERIFORMES,NT,0.310543166452028,0,0,No
Acrocephalus griseldis,Acrocephalus_griseldis,yes,no,PASSERIFORMES,EN,0.584502836063919,0,0,No
Batis minima,Batis_minima,no,no,PASSERIFORMES,LC,0.967302503194172,0,0,No
Chersophilus duponti,Chersophilus_duponti,no,no,PASSERIFORMES,NT,0.876546066420353,0,0,No
Contopus nigrescens,Contopus_nigrescens,no,no,PASSERIFORMES,LC,0.278534314947608,0,0,No
Elaenia martinica,Elaenia_martinica,no,no,PASSERIFORMES,LC,0.76079982310543,0.966996699669967,303,Yes
Hemitriccus rufigularis,Hemitriccus_rufigularis,no,no,PASSERIFORMES,NT,0.342392004090991,0,0,No
Ptyonoprogne rupestris,Ptyonoprogne_rupestris,yes,no,PASSERIFORMES,LC,0.487867140889305,0.926162790697674,1720,Yes
Petrochelidon spilodera,Petrochelidon_spilodera,yes,no,PASSERIFORMES,LC,0.768704522564786,1,15,Yes
Lalage sueurii,Lalage_sueurii,no,no,PASSERIFORMES,LC,0.898383574368874,1,76,Yes
Melithreptus gularis,Melithreptus_gularis,no,no,PASSERIFORMES,LC,0.333864806918552,0.8,75,Yes
Remiz consobrinus,Remiz_consobrinus,yes,no,PASSERIFORMES,LC,0.425809321803198,0,0,No
Artamus leucoryn,Artamus_leucoryn,no,no,PASSERIFORMES,LC,0.978880116803842,0,0,No
Capsiempis flaveola,Capsiempis_flaveola,no,no,PASSERIFORMES,LC,0.776890891665634,0.973404255319149,188,Yes
Chenorhamphus grayi,Chenorhamphus_grayi,no,no,PASSERIFORMES,LC,0.94644176333463,0,0,No
Corvus corone,Corvus_corone,yes,no,PASSERIFORMES,LC,0.849390258817835,0.599651302168465,9177,Yes
Amytornis textilis,Amytornis_textilis,no,no,PASSERIFORMES,LC,0.314010438844288,0,0,No
Cinclosoma punctatum,Cinclosoma_punctatum,no,no,PASSERIFORMES,LC,0.567179227797719,1,17,Yes
Edolisoma coerulescens,Edolisoma_coerulescens,no,no,PASSERIFORMES,LC,0.75379641023938,0,0,No
Artamus personatus,Artamus_personatus,yes,no,PASSERIFORMES,LC,0.188255214256985,0.988636363636364,264,Yes
Myiagra galeata,Myiagra_galeata,no,no,PASSERIFORMES,LC,0.957118070699377,0,0,No
Terpsiphone unirufa,Terpsiphone_unirufa,no,no,PASSERIFORMES,LC,0.699499818011976,0,0,No
Corvus imparatus,Corvus_imparatus,yes,no,PASSERIFORMES,LC,0.76003172493762,0,0,No
Notiomystis cincta,Notiomystis_cincta,no,no,PASSERIFORMES,VU,0.796560381801626,0,0,No
Melanodryas cucullata,Melanodryas_cucullata,no,no,PASSERIFORMES,LC,0.393733649595455,0.95,80,Yes
Cryptosylvicola randrianasoloi,Cryptosylvicola_randrianasoloi,no,no,PASSERIFORMES,LC,0.280416853572823,0,0,No
Amazilia alfaroana,Amazilia_alfaroana,no,no,CAPRIMULGIFORMES,CR,0.00353832730924709,0,0,No
Amazilia cyanifrons,Amazilia_cyanifrons,no,no,CAPRIMULGIFORMES,LC,0.628705641279587,1,32,Yes
Poicephalus fuscicollis,Poicephalus_fuscicollis,no,no,PSITTACIFORMES,LC,0.788010095041237,0,0,No
Poicephalus robustus,Poicephalus_robustus,no,no,PSITTACIFORMES,VU,0.0596592771395574,0,0,No
Phyllastrephus icterinus,Phyllastrephus_icterinus,no,no,PASSERIFORMES,LC,0.924415239075052,0,0,No
Charadrius asiaticus,Charadrius_asiaticus,yes,no,CHARADRIIFORMES,LC,0.136844957665656,0,0,No
Charadrius montanus,Charadrius_montanus,yes,no,CHARADRIIFORMES,NT,0.468984978215786,0.940594059405941,101,Yes
Chlidonias albostriatus,Chlidonias_albostriatus,yes,no,CHARADRIIFORMES,EN,0.171194529745844,0.809782608695652,184,Yes
Chordeiles pusillus,Chordeiles_pusillus,no,no,CAPRIMULGIFORMES,LC,0.621698336815296,0,0,No
Ciconia boyciana,Ciconia_boyciana,yes,no,CICONIIFORMES,EN,0.471214092238659,1,18,Yes
Bombycilla japonica,Bombycilla_japonica,yes,no,PASSERIFORMES,NT,0.578560794951557,0,0,No
Anthus campestris,Anthus_campestris,yes,no,PASSERIFORMES,LC,0.8440294543096,0.938356164383562,292,Yes
Anthus spragueii,Anthus_spragueii,yes,no,PASSERIFORMES,VU,0.366790786476937,0.963414634146341,246,Yes
Attila phoenicurus,Attila_phoenicurus,yes,no,PASSERIFORMES,LC,0.721918749001757,1,15,Yes
Carpospiza brachydactyla,Carpospiza_brachydactyla,yes,no,PASSERIFORMES,LC,0.980511349867779,0,0,No
Calandrella brachydactyla,Calandrella_brachydactyla,yes,no,PASSERIFORMES,LC,0.846556541094434,0.977987421383648,318,Yes
Anthropoides virgo,Anthropoides_virgo,yes,no,GRUIFORMES,LC,0.863067734190048,0.991666666666667,120,Yes
Aethia cristatella,Aethia_cristatella,yes,no,CHARADRIIFORMES,LC,0.0750731765114922,0,0,No
Chalcites lucidus,Chalcites_lucidus,yes,no,CUCULIFORMES,LC,0.562293595795205,0,0,No
Charadrius melodus,Charadrius_melodus,yes,no,CHARADRIIFORMES,NT,0.444322943995556,0.754901960784314,204,Yes
Calidris ptilocnemis,Calidris_ptilocnemis,yes,no,CHARADRIIFORMES,LC,0.256022911963415,0.764705882352941,34,Yes
Ardeola ralloides,Ardeola_ralloides,yes,no,PELECANIFORMES,LC,0.148331322680589,0.861702127659574,282,Yes
Accipiter brevipes,Accipiter_brevipes,yes,no,ACCIPITRIFORMES,LC,0.834486303470003,0,0,No
Anarhynchus frontalis,Anarhynchus_frontalis,yes,no,CHARADRIIFORMES,VU,0.151898599537943,0.761904761904762,21,Yes
Antigone vipio,Antigone_vipio,yes,no,GRUIFORMES,VU,0.245034890499599,0.846153846153846,13,Yes
Anthracothorax prevostii,Anthracothorax_prevostii,no,no,CAPRIMULGIFORMES,LC,0.886003811621066,0.988795518207283,357,Yes
Antrostomus rufus,Antrostomus_rufus,no,no,CAPRIMULGIFORMES,LC,0.645342171503978,1,40,Yes
Burhinus oedicnemus,Burhinus_oedicnemus,yes,no,CHARADRIIFORMES,LC,0.84291375780414,0.958785249457701,461,Yes
Buteo albigula,Buteo_albigula,no,no,ACCIPITRIFORMES,LC,0.664633566489711,1,20,Yes
Buteo hemilasius,Buteo_hemilasius,yes,no,ACCIPITRIFORMES,LC,0.768492614792418,0.95,60,Yes
Caprimulgus ruficollis,Caprimulgus_ruficollis,yes,no,CAPRIMULGIFORMES,LC,0.2791509777449,0.878048780487805,123,Yes
Ammomanes deserti,Ammomanes_deserti,yes,no,PASSERIFORMES,LC,0.873298230962357,0.841379310344828,145,Yes
Anthus spinoletta,Anthus_spinoletta,yes,no,PASSERIFORMES,LC,0.222146555889588,0.279232111692845,573,Yes
Anthus trivialis,Anthus_trivialis,yes,no,PASSERIFORMES,LC,0.755980753107845,0.90633608815427,726,Yes
Anthus gustavi,Anthus_gustavi,yes,no,PASSERIFORMES,LC,0.64399659422699,0,0,No
Anthus pratensis,Anthus_pratensis,yes,no,PASSERIFORMES,NT,0.386953731464312,0.909070243237099,4399,Yes
Catharus ustulatus,Catharus_ustulatus,yes,no,PASSERIFORMES,LC,0.919722271023863,0.990916597853014,2422,Yes
Cerorhinca monocerata,Cerorhinca_monocerata,yes,no,CHARADRIIFORMES,LC,0.0722606160949416,0,0,No
Acrocephalus melanopogon,Acrocephalus_melanopogon,yes,no,PASSERIFORMES,LC,0.304036898592867,0.958333333333333,48,Yes
Calliope pectoralis,Calliope_pectoralis,yes,no,PASSERIFORMES,LC,0.60385690577847,0,0,No
Alauda leucoptera,Alauda_leucoptera,yes,no,PASSERIFORMES,LC,0.677550488624704,0,0,No
Alauda arvensis,Alauda_arvensis,yes,no,PASSERIFORMES,LC,0.577098259993472,0.971598002496879,3204,Yes
Trochalopteron imbricatum,Trochalopteron_imbricatum,no,no,PASSERIFORMES,LC,0.581105308900614,0.944444444444444,18,Yes
Trochalopteron lineatum,Trochalopteron_lineatum,no,no,PASSERIFORMES,LC,0.637034982358493,0.991150442477876,113,Yes
Amblyramphus holosericeus,Amblyramphus_holosericeus,no,no,PASSERIFORMES,LC,0.242873204026744,0.553571428571429,56,Yes
Spinus barbatus,Spinus_barbatus,no,no,PASSERIFORMES,LC,0.938257440835149,0.952941176470588,510,Yes
Sibia waldeni,Sibia_waldeni,no,no,PASSERIFORMES,LC,0.316090173633446,0,0,No
Aethopyga shelleyi,Aethopyga_shelleyi,no,no,PASSERIFORMES,LC,0.910852484412868,0,0,No
Agelaius humeralis,Agelaius_humeralis,no,no,PASSERIFORMES,LC,0.776988579550412,0.968085106382979,94,Yes
Agelaius tricolor,Agelaius_tricolor,yes,no,PASSERIFORMES,EN,0.33653620683386,0.717514124293785,177,Yes
Amblyospiza albifrons,Amblyospiza_albifrons,no,no,PASSERIFORMES,LC,0.857284882301645,0,0,No
Schoeniparus cinereus,Schoeniparus_cinereus,no,no,PASSERIFORMES,LC,0.837690753356924,0,0,No
Alcippe nipalensis,Alcippe_nipalensis,no,no,PASSERIFORMES,LC,0.889314438317444,0,0,No
Chamaetylas poliocephala,Chamaetylas_poliocephala,no,no,PASSERIFORMES,LC,0.838342685899938,0,0,No
Fulvetta vinipectus,Fulvetta_vinipectus,no,no,PASSERIFORMES,LC,0.664323304873216,0.971428571428571,35,Yes
Alethe diademata,Alethe_diademata,no,no,PASSERIFORMES,LC,0.873408227607824,0,0,No
Poospizopsis hypocondria,Poospizopsis_hypocondria,no,no,PASSERIFORMES,LC,0.22555125947646,0,0,No
Ammodramus humeralis,Ammodramus_humeralis,no,no,PASSERIFORMES,LC,0.633649201110492,0,0,No
Ammospiza nelsoni,Ammospiza_nelsoni,yes,no,PASSERIFORMES,LC,0.39590947405893,0.863905325443787,169,Yes
Ammodramus savannarum,Ammodramus_savannarum,yes,no,PASSERIFORMES,LC,0.56023724318612,0.961260330578512,1936,Yes
Eurillas gracilis,Eurillas_gracilis,no,no,PASSERIFORMES,LC,0.886148625489994,0,0,No
Andropadus importunus,Andropadus_importunus,no,no,PASSERIFORMES,LC,0.893908457386255,1,138,Yes
Eurillas virens,Eurillas_virens,no,no,PASSERIFORMES,LC,0.834301567885819,1,27,Yes
Anomalospiza imberbis,Anomalospiza_imberbis,no,no,PASSERIFORMES,LC,0.236905360859702,0,0,No
Anthreptes gabonicus,Anthreptes_gabonicus,no,no,PASSERIFORMES,LC,0.762209366160649,0,0,No
Hedydipna platura,Hedydipna_platura,yes,no,PASSERIFORMES,LC,0.498231524402344,0.818181818181818,11,Yes
Anthus leucophrys,Anthus_leucophrys,no,no,PASSERIFORMES,LC,0.760159634283025,0,0,No
Anthus pallidiventris,Anthus_pallidiventris,no,no,PASSERIFORMES,LC,0.206183757817921,0,0,No
Anthus brachyurus,Anthus_brachyurus,no,no,PASSERIFORMES,LC,0.283383906822842,0,0,No
Anthus caffer,Anthus_caffer,no,no,PASSERIFORMES,LC,0.856061708782756,0,0,No
Anthus hellmayri,Anthus_hellmayri,yes,no,PASSERIFORMES,LC,0.361117237779,0,0,No
Anthus sylvanus,Anthus_sylvanus,no,no,PASSERIFORMES,LC,0.912297425967332,0,0,No
Aplonis feadensis,Aplonis_feadensis,no,no,PASSERIFORMES,NT,0.802296025834131,0,0,No
Arremonops chloronotus,Arremonops_chloronotus,no,no,PASSERIFORMES,LC,0.680911415969833,0.905660377358491,265,Yes
Arremon castaneiceps,Arremon_castaneiceps,no,no,PASSERIFORMES,NT,0.708589850450238,0,0,No
Arremon semitorquatus,Arremon_semitorquatus,no,no,PASSERIFORMES,LC,0.648617793306995,1,15,Yes
Buphagus erythrorynchus,Buphagus_erythrorynchus,no,no,PASSERIFORMES,LC,0.831775877750887,0.980769230769231,104,Yes
Bangsia arcaei,Bangsia_arcaei,no,no,PASSERIFORMES,NT,0.757436145391522,0,0,No
Myiothlypis flaveola,Myiothlypis_flaveola,no,no,PASSERIFORMES,LC,0.41428521310298,0.941176470588235,119,Yes
Chloris monguilloti,Chloris_monguilloti,no,no,PASSERIFORMES,LC,0.541878545156638,0,0,No
Myiothlypis leucoblephara,Myiothlypis_leucoblephara,no,no,PASSERIFORMES,LC,0.723839420965653,0.923076923076923,195,Yes
Myiothlypis signata,Myiothlypis_signata,no,no,PASSERIFORMES,LC,0.465741382120446,1,13,Yes
Basilornis galeatus,Basilornis_galeatus,no,no,PASSERIFORMES,NT,0.969977615891245,0,0,No
Basileuterus rufifrons,Basileuterus_rufifrons,no,no,PASSERIFORMES,LC,0.955742598891866,0.998148148148148,540,Yes
Basileuterus tristriatus,Basileuterus_tristriatus,no,no,PASSERIFORMES,LC,0.74167312923377,1,119,Yes
Brachypteryx hyperythra,Brachypteryx_hyperythra,no,no,PASSERIFORMES,NT,0.740335779823737,0,0,No
Heteroxenicus stellatus,Heteroxenicus_stellatus,no,no,PASSERIFORMES,LC,0.521332443108978,0,0,No
Cnemathraupis eximia,Cnemathraupis_eximia,no,no,PASSERIFORMES,LC,0.519376932382016,0,0,No
Bubalornis albirostris,Bubalornis_albirostris,no,no,PASSERIFORMES,LC,0.279945243916453,0,0,No
Campylorhynchus zonatus,Campylorhynchus_zonatus,no,no,PASSERIFORMES,LC,0.65045313314573,0.935034802784223,431,Yes
Tephrophilus wetmorei,Tephrophilus_wetmorei,no,no,PASSERIFORMES,VU,0.504804197364447,0,0,No
Cassiculus melanicterus,Cassiculus_melanicterus,no,no,PASSERIFORMES,LC,0.668380078336164,0.927461139896373,193,Yes
Campylorhynchus gularis,Campylorhynchus_gularis,no,no,PASSERIFORMES,LC,0.666190192717239,0.931034482758621,29,Yes
Campylorhynchus jocosus,Campylorhynchus_jocosus,no,no,PASSERIFORMES,LC,0.765933228399879,0.9375,16,Yes
Calyptocichla serinus,Calyptocichla_serinus,no,no,PASSERIFORMES,LC,0.790749411202988,0,0,No
Campylorhynchus megalopterus,Campylorhynchus_megalopterus,no,no,PASSERIFORMES,LC,0.424335207511304,1,11,Yes
Campylorhynchus turdinus,Campylorhynchus_turdinus,no,no,PASSERIFORMES,LC,0.870811619113587,0.975124378109453,201,Yes
Spinus uropygialis,Spinus_uropygialis,yes,no,PASSERIFORMES,LC,0.540608120466867,0.888888888888889,27,Yes
Spinus crassirostris,Spinus_crassirostris,no,no,PASSERIFORMES,LC,0.374907917336912,0.7,10,Yes
Spinus notatus,Spinus_notatus,no,no,PASSERIFORMES,LC,0.519923362188912,0,0,No
Spinus psaltria,Spinus_psaltria,yes,no,PASSERIFORMES,LC,0.410333240173921,0.819810436412874,9601,Yes
Certhia hodgsoni,Certhia_hodgsoni,no,no,PASSERIFORMES,LC,0.609773752073526,0,0,No
Chloris sinica,Chloris_sinica,yes,no,PASSERIFORMES,LC,0.842897261393582,1,238,Yes
Spinus spinescens,Spinus_spinescens,no,no,PASSERIFORMES,LC,0.680220510319936,0,0,No
Spinus xanthogastrus,Spinus_xanthogastrus,no,no,PASSERIFORMES,LC,0.891142833915247,1,75,Yes
Setophaga virens,Setophaga_virens,yes,no,PASSERIFORMES,LC,0.818249560335131,0.944162436548223,591,Yes
Spinus yarrellii,Spinus_yarrellii,no,no,PASSERIFORMES,VU,0.535998169322357,0,0,No
Haemorhous mexicanus,Haemorhous_mexicanus,no,no,PASSERIFORMES,LC,0.587872033549591,0.892669363893988,56107,Yes
Carpodacus rhodochlamys,Carpodacus_rhodochlamys,yes,no,PASSERIFORMES,LC,0.189041815422713,0,0,No
Carpodacus rodochroa,Carpodacus_rodochroa,no,no,PASSERIFORMES,LC,0.816348651203337,0.979166666666667,48,Yes
