BINOMIAL,AOH_name,is.migratory,excluded,Order_,F2019_Iucn_Red_List_Category,Model_prevalence,Point_prevalence,Number_of_Validation_Points,Point_validation
Phylloscopus sindianus,Phylloscopus_sindianus,yes,no,PASSERIFORMES,LC,0.0128828330696638,0,51,Yes
Phylloscopus tytleri,Phylloscopus_tytleri,yes,no,PASSERIFORMES,NT,0.209108292538081,0,0,No
Phytotoma raimondii,Phytotoma_raimondii,no,no,PASSERIFORMES,VU,0.879579958322734,0,0,No
Piranga hepatica,Piranga_hepatica,yes,no,PASSERIFORMES,LC,0.401285906388847,0,0,No
Platalea leucorodia,Platalea_leucorodia,yes,no,PELECANIFORMES,LC,0.449821223471948,0.936197916666667,768,Yes
Plegadis falcinellus,Plegadis_falcinellus,yes,no,PELECANIFORMES,LC,0.174179518581597,0.788646911817208,2801,Yes
Pluvialis fulva,Pluvialis_fulva,yes,no,CHARADRIIFORMES,LC,0.809993759530839,0.982543640897756,401,Yes
Pluvialis squatarola,Pluvialis_squatarola,yes,no,CHARADRIIFORMES,LC,0.337403630625242,0.724460724460725,2457,Yes
Podiceps cristatus,Podiceps_cristatus,yes,no,PODICIPEDIFORMES,LC,0.262078306178712,0.932315668202765,3472,Yes
Poecile montanus,Poecile_montanus,no,no,PASSERIFORMES,LC,0.799107792256308,0.994328922495274,529,Yes
Poecile weigoldicus,Poecile_weigoldicus,no,no,PASSERIFORMES,LC,0.364988581592403,0,0,No
Porphyrio porphyrio,Porphyrio_porphyrio,yes,no,GRUIFORMES,LC,0.245434088517605,0.901960784313726,153,Yes
Prinia gracilis,Prinia_gracilis,no,no,PASSERIFORMES,LC,0.568076274314382,0.663760896637609,803,Yes
Psarocolius cassini,Psarocolius_cassini,no,no,PASSERIFORMES,EN,0.277866597398073,0,0,No
Psittacula eques,Psittacula_eques,no,no,PSITTACIFORMES,EN,0.923581953389827,0,0,No
Psittacus timneh,Psittacus_timneh,no,no,PSITTACIFORMES,EN,0.961676660316709,0,0,No
Pterocles alchata,Pterocles_alchata,yes,no,PTEROCLIFORMES,LC,0.913220187520748,0.989583333333333,96,Yes
Ptilinopus richardsii,Ptilinopus_richardsii,no,no,COLUMBIFORMES,LC,0.98443308918203,0,0,No
Puffinus huttoni,Puffinus_huttoni,yes,no,PROCELLARIIFORMES,EN,0.000193773850764728,0,0,No
Pycnonotus pseudosimplex,Pycnonotus_pseudosimplex,no,no,PASSERIFORMES,LC,0.956134897381558,0,0,No
Pycnonotus simplex,Pycnonotus_simplex,no,no,PASSERIFORMES,LC,0.913536470128818,1,30,Yes
Pycnonotus xanthopygos,Pycnonotus_xanthopygos,no,no,PASSERIFORMES,LC,0.958908286309114,0.904761904761905,1029,Yes
Pyrocephalus rubinus,Pyrocephalus_rubinus,yes,no,PASSERIFORMES,LC,0.810732206091104,0.946451612903226,3100,Yes
Pyrrhura chapmani,Pyrrhura_chapmani,no,no,PSITTACIFORMES,LC,0.747725345576723,0,0,No
Pyrrhura melanura,Pyrrhura_melanura,no,no,PSITTACIFORMES,LC,0.964816669788039,0.954545454545455,22,Yes
Rallus aquaticus,Rallus_aquaticus,yes,no,GRUIFORMES,LC,0.440421829037877,0.974619289340102,788,Yes
Rallus limicola,Rallus_limicola,yes,no,GRUIFORMES,LC,0.245350815162072,0.701859229747676,1506,Yes
Recurvirostra avosetta,Recurvirostra_avosetta,yes,no,CHARADRIIFORMES,LC,0.489209374706931,0.97289156626506,661,Yes
Remiz pendulinus,Remiz_pendulinus,yes,no,PASSERIFORMES,LC,0.551124061928057,0.924764890282132,319,Yes
Rhinoplax vigil,Rhinoplax_vigil,no,no,BUCEROTIFORMES,CR,0.885228035418381,0,0,No
Riparia riparia,Riparia_riparia,yes,no,PASSERIFORMES,LC,0.370945391964395,0.930569948186528,4825,Yes
Saltator striatipectus,Saltator_striatipectus,no,no,PASSERIFORMES,LC,0.729507184741064,0.982363315696649,567,Yes
Sayornis saya,Sayornis_saya,yes,no,PASSERIFORMES,LC,0.583779776953816,0.815398886827458,5390,Yes
Scolopax rusticola,Scolopax_rusticola,yes,no,CHARADRIIFORMES,LC,0.0241700731157581,0.0260869565217391,230,Yes
Scytalopus alvarezlopezi,Scytalopus_alvarezlopezi,no,no,PASSERIFORMES,NT,0.980503507584645,0,0,No
Scytalopus rodriguezi,Scytalopus_rodriguezi,no,no,PASSERIFORMES,EN,0.17199906126807,0,0,No
Selasphorus calliope,Selasphorus_calliope,yes,no,CAPRIMULGIFORMES,LC,0.97363120346977,0.998366013071895,612,Yes
Serinus syriacus,Serinus_syriacus,yes,no,PASSERIFORMES,VU,0.689330590085556,0,0,No
Sialia currucoides,Sialia_currucoides,yes,no,PASSERIFORMES,LC,0.493035578543086,0.852098047361861,2407,Yes
Spatula clypeata,Spatula_clypeata,yes,no,ANSERIFORMES,LC,0.0824098878267523,0.314104359189769,10713,Yes
Spelaeornis longicaudatus,Spelaeornis_longicaudatus,no,no,PASSERIFORMES,VU,0.726407789027109,0,0,No
Spizocorys fringillaris,Spizocorys_fringillaris,no,no,PASSERIFORMES,EN,0.7847195004483,0,0,No
Sporophila cinnamomea,Sporophila_cinnamomea,yes,no,PASSERIFORMES,VU,0.488917808335068,0.9,10,Yes
Sporophila maximiliani,Sporophila_maximiliani,no,no,PASSERIFORMES,EN,0.32953316872264,0,0,No
Sporophila melanogaster,Sporophila_melanogaster,yes,no,PASSERIFORMES,NT,0.217778900016968,0,0,No
Sporophila palustris,Sporophila_palustris,yes,no,PASSERIFORMES,EN,0.47255408168006,0,0,No
Stachyris nonggangensis,Stachyris_nonggangensis,no,no,PASSERIFORMES,VU,0.755519612442596,0,0,No
Sterna hirundo,Sterna_hirundo,yes,no,CHARADRIIFORMES,LC,0.198094710932452,0.850143175310213,3143,Yes
Sterna vittata,Sterna_vittata,yes,no,CHARADRIIFORMES,LC,0.114080019794994,0,0,No
Sternula albifrons,Sternula_albifrons,yes,no,CHARADRIIFORMES,LC,0.31964110430796,0,0,No
Sternula lorata,Sternula_lorata,yes,no,CHARADRIIFORMES,EN,0.347677341015063,0,0,No
Streptopelia decaocto,Streptopelia_decaocto,no,no,COLUMBIFORMES,LC,0.552976726158131,0.934964832835533,10379,Yes
Streptopelia turtur,Streptopelia_turtur,yes,no,COLUMBIFORMES,VU,0.61301827552408,0.953410981697171,1202,Yes
Sturnella magna,Sturnella_magna,yes,no,PASSERIFORMES,NT,0.395143775016187,0.946002511511092,9556,Yes
Sturnus vulgaris,Sturnus_vulgaris,yes,no,PASSERIFORMES,LC,0.867104054146703,0.983481228668942,7325,Yes
Sylvia cantillans,Sylvia_cantillans,yes,no,PASSERIFORMES,LC,0.638932186397937,0.917670682730924,498,Yes
Sylvia communis,Sylvia_communis,yes,no,PASSERIFORMES,LC,0.662910580636712,0.925808997632202,1267,Yes
Sylvia conspicillata,Sylvia_conspicillata,yes,no,PASSERIFORMES,LC,0.737594944367673,0.692913385826772,127,Yes
Sylvia crassirostris,Sylvia_crassirostris,yes,no,PASSERIFORMES,LC,0.623734657553767,0.8,50,Yes
Sylvia curruca,Sylvia_curruca,yes,no,PASSERIFORMES,LC,0.731290041713157,0.949283351708931,907,Yes
Sylvia hortensis,Sylvia_hortensis,yes,no,PASSERIFORMES,LC,0.713637106927408,0.741176470588235,170,Yes
Sylvia ruppeli,Sylvia_ruppeli,yes,no,PASSERIFORMES,LC,0.713376603878588,0.529411764705882,17,Yes
Sylvia subalpina,Sylvia_subalpina,yes,no,PASSERIFORMES,LC,0.527584995125757,0.3,10,Yes
Synallaxis cinerea,Synallaxis_cinerea,no,no,PASSERIFORMES,NT,0.143635461331424,0,0,No
Tachybaptus ruficollis,Tachybaptus_ruficollis,yes,no,PODICIPEDIFORMES,LC,0.258314931682389,0.907741935483871,4650,Yes
Tadorna tadorna,Tadorna_tadorna,yes,no,ANSERIFORMES,LC,0.0204423172542854,0.026027397260274,1460,Yes
Taoniscus nanus,Taoniscus_nanus,no,no,STRUTHIONIFORMES,EN,0.803068187137771,0,0,No
Terpsiphone paradisi,Terpsiphone_paradisi,yes,no,PASSERIFORMES,LC,0.795720855038622,0.978110599078341,868,Yes
Thamnophilus shumbae,Thamnophilus_shumbae,no,no,PASSERIFORMES,DD,0.246617769060342,0,0,No
Tichodroma muraria,Tichodroma_muraria,yes,no,PASSERIFORMES,LC,0.273939144231155,0.836538461538462,104,Yes
Todiramphus chloris,Todiramphus_chloris,no,no,CORACIIFORMES,LC,0.970694210911952,0.99017199017199,407,Yes
Torgos tracheliotos,Torgos_tracheliotos,yes,no,ACCIPITRIFORMES,EN,0.985769576870445,1,66,Yes
Turacoena manadensis,Turacoena_manadensis,no,no,COLUMBIFORMES,LC,0.672447300214017,0,0,No
Turacoena sulaensis,Turacoena_sulaensis,no,no,COLUMBIFORMES,LC,0.803997503932438,0,0,No
Turdus feae,Turdus_feae,yes,no,PASSERIFORMES,VU,0.298588558227874,0,0,No
Turdus torquatus,Turdus_torquatus,yes,no,PASSERIFORMES,LC,0.579251591336182,0.784090909090909,88,Yes
Turdus unicolor,Turdus_unicolor,yes,no,PASSERIFORMES,LC,0.370045314658746,0.935483870967742,31,Yes
Turnix hottentottus,Turnix_hottentottus,no,no,CHARADRIIFORMES,EN,0.0627055754878961,0,0,No
Turnix nanus,Turnix_nanus,yes,no,CHARADRIIFORMES,LC,0.629720651839062,0,0,No
Tyto alba,Tyto_alba,no,no,STRIGIFORMES,LC,0.706249305064729,0.968934329532049,2541,Yes
Upupa epops,Upupa_epops,yes,no,BUCEROTIFORMES,LC,0.590795643427353,0.961538461538462,4420,Yes
Urile pelagicus,Urile_pelagicus,yes,no,SULIFORMES,LC,0.011804447438474,0,0,No
Vanellus gregarius,Vanellus_gregarius,yes,no,CHARADRIIFORMES,CR,0.521538512686543,0,0,No
Vanellus macropterus,Vanellus_macropterus,no,no,CHARADRIIFORMES,CR,0.608819410371204,0,0,No
Vireo atricapilla,Vireo_atricapilla,yes,no,PASSERIFORMES,VU,0.77620713263807,1,70,Yes
Vireo chivi,Vireo_chivi,yes,no,PASSERIFORMES,LC,0.636225863812264,0.941082802547771,628,Yes
Vireo olivaceus,Vireo_olivaceus,yes,no,PASSERIFORMES,LC,0.589005790542502,0.975688302263346,22047,Yes
Vireo vicinior,Vireo_vicinior,yes,no,PASSERIFORMES,LC,0.800835639779656,1,77,Yes
Xenoglaux loweryi,Xenoglaux_loweryi,no,no,STRIGIFORMES,EN,0.361376945055756,0,0,No
Xenopirostris damii,Xenopirostris_damii,no,no,PASSERIFORMES,EN,0.444529740287661,0,0,No
Xenotriccus callizonus,Xenotriccus_callizonus,no,no,PASSERIFORMES,NT,0.675716125403497,0,0,No
Xenus cinereus,Xenus_cinereus,yes,no,CHARADRIIFORMES,LC,0.765466526178519,0.702127659574468,94,Yes
Zapornia pusilla,Zapornia_pusilla,yes,no,GRUIFORMES,LC,0.417303100837576,0.916666666666667,60,Yes
Zoothera aurea,Zoothera_aurea,yes,no,PASSERIFORMES,LC,0.801587558769109,1,25,Yes
Zoothera dauma,Zoothera_dauma,yes,no,PASSERIFORMES,LC,0.524980135835798,1,19,Yes
Zoothera margaretae,Zoothera_margaretae,no,no,PASSERIFORMES,NT,0.800379359504537,0,0,No
Zosterops auriventer,Zosterops_auriventer,no,no,PASSERIFORMES,LC,0.973718917665553,1,21,Yes
Zosterops everetti,Zosterops_everetti,no,no,PASSERIFORMES,LC,0.865994095042912,0,0,No
Zosterops japonicus,Zosterops_japonicus,yes,no,PASSERIFORMES,LC,0.0110491444745384,0,0,No
Zosterops melanurus,Zosterops_melanurus,no,no,PASSERIFORMES,VU,0.730117387413089,0,0,No
Zosterops palpebrosus,Zosterops_palpebrosus,no,no,PASSERIFORMES,LC,0.491322841086446,0.960635359116022,1448,Yes
Zosterops rennellianus,Zosterops_rennellianus,no,no,PASSERIFORMES,LC,0.989004905199511,0,0,No
Zosterops simplex,Zosterops_simplex,yes,no,PASSERIFORMES,LC,0.673627477059334,0.98105548037889,1478,Yes
Zosterops citrinella,Zosterops_citrinella,no,no,PASSERIFORMES,LC,0.861545981296688,0.975,80,Yes
Machaeropterus striolatus,Machaeropterus_striolatus,no,no,PASSERIFORMES,LC,0.83476454940917,1,25,Yes
Paraclaravis mondetoura,Paraclaravis_mondetoura,no,no,COLUMBIFORMES,LC,0.559448203906457,0,0,No
Paragallinula angulata,Paragallinula_angulata,no,no,GRUIFORMES,LC,0.28622823062513,0,0,No
Porphyriops melanops,Porphyriops_melanops,no,no,GRUIFORMES,LC,0.213334094364619,0.775,160,Yes
Celeus galeatus,Celeus_galeatus,no,no,PICIFORMES,VU,0.638836496076567,0,0,No
Iole finschii,Iole_finschii,no,no,PASSERIFORMES,NT,0.864059265756921,0,0,No
Hypsipetes thompsoni,Hypsipetes_thompsoni,no,no,PASSERIFORMES,LC,0.710609995860984,0,0,No
Phyllaemulor bracteatus,Phyllaemulor_bracteatus,no,no,CAPRIMULGIFORMES,LC,0.701640408666994,0,0,No
Hypsipetes affinis,Hypsipetes_affinis,no,no,PASSERIFORMES,LC,0.974042657485893,0,0,No
Hypsipetes aureus,Hypsipetes_aureus,no,no,PASSERIFORMES,LC,0.83674956932285,0,0,No
Hypsipetes chloris,Hypsipetes_chloris,no,no,PASSERIFORMES,LC,0.967177435091658,0,0,No
Hypsipetes harterti,Hypsipetes_harterti,no,no,PASSERIFORMES,LC,0.969248636208627,0,0,No
Hypsipetes lucasi,Hypsipetes_lucasi,no,no,PASSERIFORMES,LC,0.947203259330832,0,0,No
Hypsipetes longirostris,Hypsipetes_longirostris,no,no,PASSERIFORMES,LC,0.97587922337726,0,0,No
Hypsipetes mysticalis,Hypsipetes_mysticalis,no,no,PASSERIFORMES,LC,0.926473684212087,0,0,No
Rubigula dispar,Rubigula_dispar,no,no,PASSERIFORMES,VU,0.881904869263214,0,0,No
Rubigula gularis,Rubigula_gularis,no,no,PASSERIFORMES,LC,0.981130741821861,1,134,Yes
Rubigula montis,Rubigula_montis,no,no,PASSERIFORMES,LC,0.980684873745926,0,0,No
Ixidia squamata,Ixidia_squamata,no,no,PASSERIFORMES,NT,0.427610360821696,0,0,No
Guyramemua affinis,Guyramemua_affinis,no,no,PASSERIFORMES,NT,0.303111000598998,0,0,No
Montecincla jerdoni,Montecincla_jerdoni,no,no,PASSERIFORMES,EN,0.731303661095408,0,0,No
Montecincla meridionalis,Montecincla_meridionalis,no,no,PASSERIFORMES,VU,0.00315704009889943,0,0,No
Rubigula melanictera,Rubigula_melanictera,no,no,PASSERIFORMES,LC,0.989835298288343,0,0,No
Montecincla fairbanki,Montecincla_fairbanki,no,no,PASSERIFORMES,NT,0.0122367176848404,0.461538461538462,13,Yes
Zosterops emiliae,Zosterops_emiliae,no,no,PASSERIFORMES,LC,0.0151818619910657,0,0,No
Ixidia cyaniventris,Ixidia_cyaniventris,no,no,PASSERIFORMES,NT,0.964405134629004,0,0,No
Ixidia erythropthalmos,Ixidia_erythropthalmos,no,no,PASSERIFORMES,LC,0.947224632655547,0,0,No
Sholicola albiventris,Sholicola_albiventris,no,no,PASSERIFORMES,VU,0.82523095607076,0.909090909090909,11,Yes
Sholicola major,Sholicola_major,no,no,PASSERIFORMES,EN,0.393222923228985,0,0,No
Nok hualon,Nok_hualon,no,no,PASSERIFORMES,LC,0.934145055522107,0,0,No
Hemixos leucogrammicus,Hemixos_leucogrammicus,no,no,PASSERIFORMES,LC,0.792698193142942,0,0,No
Alcurus striatus,Alcurus_striatus,no,no,PASSERIFORMES,LC,0.837191856323458,0,0,No
Rubigula flaviventris,Rubigula_flaviventris,no,no,PASSERIFORMES,LC,0.897589464104594,0.978021978021978,273,Yes
Montecincla cachinnans,Montecincla_cachinnans,no,no,PASSERIFORMES,EN,0.739842388853894,0,0,No
Hypsipetes platenae,Hypsipetes_platenae,no,no,PASSERIFORMES,CR,0.980561816029778,0,0,No
Atronanus fuliginosus,Atronanus_fuliginosus,no,no,PASSERIFORMES,LC,0.92139167297091,0,0,No
Paraclaravis geoffroyi,Paraclaravis_geoffroyi,no,no,COLUMBIFORMES,CR,0.68844240302332,0,0,No
Chaetura martinica,Chaetura_martinica,no,no,CAPRIMULGIFORMES,LC,0.783644935910944,0.941176470588235,34,Yes
Chaetura meridionalis,Chaetura_meridionalis,yes,no,CAPRIMULGIFORMES,LC,0.631324090639055,0.879807692307692,416,Yes
Chalcites minutillus,Chalcites_minutillus,yes,no,CUCULIFORMES,LC,0.792617826176462,0,0,No
Chalcites osculans,Chalcites_osculans,yes,no,CUCULIFORMES,LC,0.397062995836956,0,0,No
Chalcites ruficollis,Chalcites_ruficollis,no,no,CUCULIFORMES,LC,0.293996875512399,0,0,No
Chalcophaps indica,Chalcophaps_indica,no,no,COLUMBIFORMES,LC,0.951605873146189,0.995423340961098,437,Yes
Chalcophaps longirostris,Chalcophaps_longirostris,no,no,COLUMBIFORMES,LC,0.771553043929759,1,133,Yes
Chalcopsitta atra,Chalcopsitta_atra,no,no,PSITTACIFORMES,LC,0.999100182130256,0,0,No
Chalcopsitta cardinalis,Chalcopsitta_cardinalis,no,no,PSITTACIFORMES,LC,0.959160873686901,0,0,No
Chalcopsitta duivenbodei,Chalcopsitta_duivenbodei,no,no,PSITTACIFORMES,LC,0.895267034794634,0,0,No
Chalcopsitta scintillata,Chalcopsitta_scintillata,no,no,PSITTACIFORMES,LC,0.913784400647351,0,0,No
Chalcostigma herrani,Chalcostigma_herrani,no,no,CAPRIMULGIFORMES,LC,0.566170586848174,0,0,No
Chalcostigma olivaceum,Chalcostigma_olivaceum,no,no,CAPRIMULGIFORMES,LC,0.849602910116099,0,0,No
Charadrius alticola,Charadrius_alticola,no,no,CHARADRIIFORMES,LC,0.040725449983118,0.344827586206897,29,Yes
Charadrius aquilonius,Charadrius_aquilonius,no,no,CHARADRIIFORMES,NT,0.3975451490358,0,0,No
Chalcostigma ruficeps,Chalcostigma_ruficeps,no,no,CAPRIMULGIFORMES,LC,0.4124529569748,0,0,No
Charadrius bicinctus,Charadrius_bicinctus,yes,no,CHARADRIIFORMES,LC,0.508811949550852,0.954773869346734,199,Yes
Charadrius bifrontatus,Charadrius_bifrontatus,no,no,CHARADRIIFORMES,LC,0.0640286540693616,0,0,No
Charadrius collaris,Charadrius_collaris,yes,no,CHARADRIIFORMES,LC,0.108751681701803,0.751295336787565,193,Yes
Chrysocolaptes haematribon,Chrysocolaptes_haematribon,no,no,PICIFORMES,LC,0.710927359073674,0,0,No
Chalcostigma stanleyi,Chalcostigma_stanleyi,no,no,CAPRIMULGIFORMES,LC,0.936002056168707,0,0,No
Chalybura buffonii,Chalybura_buffonii,no,no,CAPRIMULGIFORMES,LC,0.627663901433773,0.968992248062015,129,Yes
Chalybura urochrysia,Chalybura_urochrysia,no,no,CAPRIMULGIFORMES,LC,0.775003997854345,0.948275862068966,58,Yes
Charadrius dealbatus,Charadrius_dealbatus,yes,no,CHARADRIIFORMES,DD,0.254347328437801,0,0,No
Chamaepetes goudotii,Chamaepetes_goudotii,no,no,GALLIFORMES,LC,0.714494815065719,0.981308411214953,107,Yes
Chamaepetes unicolor,Chamaepetes_unicolor,no,no,GALLIFORMES,LC,0.794880588607096,0.901639344262295,61,Yes
Chrysocolaptes lucidus,Chrysocolaptes_lucidus,no,no,PICIFORMES,LC,0.835423201090689,0,0,No
Charadrius javanicus,Charadrius_javanicus,no,no,CHARADRIIFORMES,NT,0.224349472703065,0,0,No
Charadrius nivosus,Charadrius_nivosus,yes,no,CHARADRIIFORMES,NT,0.739145458398738,0.961089494163424,257,Yes
Charadrius obscurus,Charadrius_obscurus,no,no,CHARADRIIFORMES,CR,0.633833114508522,0,0,No
Charadrius pallidus,Charadrius_pallidus,no,no,CHARADRIIFORMES,NT,0.152613175061602,0.454545454545455,11,Yes
Charadrius pecuarius,Charadrius_pecuarius,no,no,CHARADRIIFORMES,LC,0.28236955641877,0,0,No
Charadrius placidus,Charadrius_placidus,yes,no,CHARADRIIFORMES,LC,0.282269415707959,0.8125,16,Yes
Charadrius ruficapillus,Charadrius_ruficapillus,no,no,CHARADRIIFORMES,LC,0.0724124372086652,0.675889328063241,253,Yes
Chrysocolaptes stricklandi,Chrysocolaptes_stricklandi,no,no,PICIFORMES,LC,0.783887041501724,0.96551724137931,29,Yes
Chrysocolaptes strictus,Chrysocolaptes_strictus,no,no,PICIFORMES,VU,0.800865307413328,0,0,No
Chrysocolaptes validus,Chrysocolaptes_validus,no,no,PICIFORMES,LC,0.910083554993479,0,0,No
Charadrius semipalmatus,Charadrius_semipalmatus,yes,no,CHARADRIIFORMES,LC,0.126285954333397,0.772700296735905,1685,Yes
Chrysocolaptes xanthocephalus,Chrysocolaptes_xanthocephalus,no,no,PICIFORMES,EN,0.87028399497049,0,0,No
Chrysoena luteovirens,Chrysoena_luteovirens,no,no,COLUMBIFORMES,LC,0.936400184416554,0,0,No
Chrysoena victor,Chrysoena_victor,no,no,COLUMBIFORMES,LC,0.910756513858928,0,0,No
Fulica americana,Fulica_americana,yes,no,GRUIFORMES,LC,0.214298012041072,0.789574366331899,12546,Yes
Chlorostilbon forficatus,Chlorostilbon_forficatus,no,no,CAPRIMULGIFORMES,LC,0.847510782266611,0.722222222222222,18,Yes
Charadrius veredus,Charadrius_veredus,yes,no,CHARADRIIFORMES,LC,0.341181900309819,0.8,15,Yes
Charadrius vociferus,Charadrius_vociferus,yes,no,CHARADRIIFORMES,LC,0.188598550842034,0.7853756814411,33752,Yes
Charadrius thoracicus,Charadrius_thoracicus,no,no,CHARADRIIFORMES,VU,0.465230212758475,0,0,No
Charadrius tricollaris,Charadrius_tricollaris,yes,no,CHARADRIIFORMES,LC,0.12010955124717,0.522522522522523,222,Yes
Charmosyna amabilis,Charmosyna_amabilis,no,no,PSITTACIFORMES,CR,0.582805834985319,0,0,No
Chlorostilbon gibsoni,Chlorostilbon_gibsoni,no,no,CAPRIMULGIFORMES,LC,0.594187857349012,0.941176470588235,68,Yes
Chlorostilbon lucidus,Chlorostilbon_lucidus,no,no,CAPRIMULGIFORMES,LC,0.978549540695845,1,739,Yes
Charmosyna meeki,Charmosyna_meeki,no,no,PSITTACIFORMES,NT,0.0882492123276521,0,0,No
Charmosyna multistriata,Charmosyna_multistriata,no,no,PSITTACIFORMES,NT,0.185117847247395,0,0,No
Fulica ardesiaca,Fulica_ardesiaca,no,no,GRUIFORMES,LC,0.046115310140321,0.76551724137931,145,Yes
Fulica armillata,Fulica_armillata,no,no,GRUIFORMES,LC,0.227136514536911,0.862433862433862,567,Yes
Charmosyna palmarum,Charmosyna_palmarum,no,no,PSITTACIFORMES,VU,0.900746052443722,0,0,No
Charmosyna papou,Charmosyna_papou,no,no,PSITTACIFORMES,LC,0.374572053172279,0,0,No
Charmosyna placentis,Charmosyna_placentis,no,no,PSITTACIFORMES,LC,0.888668363162625,0,0,No
Charmosyna pulchella,Charmosyna_pulchella,no,no,PSITTACIFORMES,LC,0.396640012879789,0,0,No
Charmosyna rubrigularis,Charmosyna_rubrigularis,no,no,PSITTACIFORMES,LC,0.244565889347854,0,0,No
Chlidonias hybrida,Chlidonias_hybrida,yes,no,CHARADRIIFORMES,LC,0.213690320019324,0,0,No
Charmosyna rubronotata,Charmosyna_rubronotata,no,no,PSITTACIFORMES,LC,0.916581433853776,0,0,No
Charmosyna stellae,Charmosyna_stellae,no,no,PSITTACIFORMES,LC,0.712298431699733,0,0,No
Charmosyna toxopei,Charmosyna_toxopei,no,no,PSITTACIFORMES,CR,0.856957369953538,0,0,No
Charmosyna wilhelminae,Charmosyna_wilhelminae,no,no,PSITTACIFORMES,LC,0.370179591086087,0,0,No
Chelictinia riocourii,Chelictinia_riocourii,yes,no,ACCIPITRIFORMES,LC,0.735907054077925,0,0,No
Chelidoptera tenebrosa,Chelidoptera_tenebrosa,no,no,PICIFORMES,LC,0.79933101896405,0.975124378109453,201,Yes
Chenonetta jubata,Chenonetta_jubata,no,no,ANSERIFORMES,LC,0.25835378394298,0.945426195426195,1924,Yes
Chlidonias leucopterus,Chlidonias_leucopterus,yes,no,CHARADRIIFORMES,LC,0.26400895462424,0,0,No
Chloephaga melanoptera,Chloephaga_melanoptera,no,no,ANSERIFORMES,LC,0.0222801079576635,0,0,No
Chloephaga picta,Chloephaga_picta,yes,no,ANSERIFORMES,LC,0.292076286258429,0.887828162291169,419,Yes
Chloephaga poliocephala,Chloephaga_poliocephala,yes,no,ANSERIFORMES,LC,0.193401257522907,0.76969696969697,165,Yes
Chloephaga rubidiceps,Chloephaga_rubidiceps,yes,no,ANSERIFORMES,LC,0.25637367960396,0.942857142857143,35,Yes
Chloroceryle aenea,Chloroceryle_aenea,no,no,CORACIIFORMES,LC,0.842053228980478,0.987421383647799,159,Yes
Chloroceryle inda,Chloroceryle_inda,no,no,CORACIIFORMES,LC,0.768405401871076,0.980392156862745,51,Yes
Chlorostilbon maugaeus,Chlorostilbon_maugaeus,no,no,CAPRIMULGIFORMES,LC,0.833636407444829,1,44,Yes
Chlorostilbon mellisugus,Chlorostilbon_mellisugus,no,no,CAPRIMULGIFORMES,LC,0.830417046099649,0.950617283950617,81,Yes
Chlorostilbon assimilis,Chlorostilbon_assimilis,no,no,CAPRIMULGIFORMES,LC,0.547746020662471,0.614678899082569,109,Yes
Chlorostilbon auriceps,Chlorostilbon_auriceps,no,no,CAPRIMULGIFORMES,LC,0.951071243538414,1,18,Yes
Chlorostilbon notatus,Chlorostilbon_notatus,no,no,CAPRIMULGIFORMES,LC,0.863110308060105,0,0,No
Chlorostilbon poortmani,Chlorostilbon_poortmani,no,no,CAPRIMULGIFORMES,LC,0.737590527340804,0.814814814814815,27,Yes
Chlorostilbon ricordii,Chlorostilbon_ricordii,no,no,CAPRIMULGIFORMES,LC,0.888940293923826,0.989795918367347,196,Yes
Chlorostilbon russatus,Chlorostilbon_russatus,no,no,CAPRIMULGIFORMES,LC,0.774849804003474,1,12,Yes
Chrysophlegma flavinucha,Chrysophlegma_flavinucha,no,no,PICIFORMES,LC,0.653568466540974,1,63,Yes
Chrysophlegma humii,Chrysophlegma_humii,no,no,PICIFORMES,NT,0.962247765473277,0,0,No
Chrysophlegma mentale,Chrysophlegma_mentale,no,no,PICIFORMES,NT,0.876347997367232,0,0,No
